	pmid	Title	Abstract
33	35449381	The distribution of manta rays in the western North Atlantic Ocean off the eastern United States.	In 2018, the giant manta ray was listed as threatened under the U.S. Endangered Species Act. We integrated decades of sightings and survey effort data from multiple sources in a comprehensive species distribution modeling (SDM) framework to evaluate the distribution of giant manta rays off the eastern United States, including the Gulf of Mexico. Manta rays were most commonly detected at productive nearshore and shelf-edge upwelling zones at surface thermal frontal boundaries within a temperature range of approximately 20-30 °C. SDMs predicted highest nearshore occurrence off northeastern Florida during April, with the distribution extending northward along the shelf-edge as temperatures warm, leading to higher occurrences north of Cape Hatteras, North Carolina from June to October, and then south of Savannah, Georgia from November to March as temperatures cool. In the Gulf of Mexico, the highest nearshore occurrence was predicted around the Mississippi River delta from April to June and again from October to November. SDM predictions will allow resource managers to more effectively protect manta rays from fisheries bycatch, boat strikes, oil and gas activities, contaminants and pollutants, and other threats.
34	35446438	Thirty-five years of tiger shark Galeocerdo cuvier relative abundance near Bimini, The Bahamas, and the Southeastern United States with a comparison across jurisdictional bounds.	Abundances of large sharks are reported to have declined worldwide, and in response various levels of fisheries management and conservation efforts have been established. For example, marine-protected areas have been suggested as a means to protect large expanses of ocean from fishing and other industrial activities (e.g., habitat destruction), and in 2011 The Commonwealth of The Bahamas established The Bahamas Shark Sanctuary. Nonetheless, assessing the effectiveness of conservation efforts is challenging because consistent long-term data sets of shark abundances are often lacking, especially throughout the Caribbean and The Bahamas. In this study, the authors investigated the catch rates and demographics of tiger sharks Galeocerdo cuvier caught in a fishery-independent survey near Bimini, The Bahamas, from 1984 to 2019 to assess relative abundance trends following the banning of longline fishing in 1993 and the subsequent establishment of the shark sanctuary. To contextualize the relative abundance trends near Bimini, the authors compared this to the relative abundance of tiger sharks in a fishery-dependent survey from the Southeastern USA (SE USA), conducted from 1994 to 2019. The data of this study suggest that local abundance of tiger sharks has been stable near Bimini since the 1980s, including after the ban of longline fishing and the implementation of the shark sanctuary. In comparison, the abundance near the SE USA has slowly increased in the past decade, following potential declines in the decade preceding the USA Shark Management Plan. The results of this study provide some optimism that current conservation efforts in The Bahamas have been effective to maintain local tiger shark abundance within the protected area. In addition, current fisheries management in the SE USA is allowing this species to recover within those waters.
35	35444192	Acoustic discrimination in the grey bamboo shark Chiloscyllium griseum.	Cognitive abilities of sharks are well developed and comparable to teleosts and other vertebrates. Most studies exploring elasmobranch cognitive abilities have used visual stimuli, assessing a wide range of discrimination tasks, memory retention and spatial learning abilities. Some studies using acoustic stimuli in a cognitive context have been conducted, but a basic understanding of sound induced behavioural changes and the underlying mechanisms involved are still lacking. This study explored the acoustic discrimination abilities of seven juvenile grey bamboo sharks (Chiloscyllium griseum) using a Go/No-Go method, which so far had never been tested in sharks before. After this, the smallest frequency difference leading to a change in behaviour in the sharks was studied using a series of transfer tests. Our results show that grey bamboo sharks can learn a Go/No-Go task using both visual and acoustic stimuli. Transfer tests elucidated that, when both stimulus types were presented, both were used. Within the tested range of 90-210 Hz, a frequency difference of 20-30 Hz is sufficient to discriminate the two sounds, which is comparable to results previously collected for sharks and teleosts. Currently, there is still a substantial lack of knowledge concerning the acoustic abilities and sound induced behaviours of sharks while anthropogenic noise is constantly on the rise. New insights into shark sound recognition, detection and use are therefore of the utmost importance and will aid in management and conservation efforts of sharks.
36	35437805	Baseline Health and Nutritional Parameters of Wild Sand Tigers Sampled in Delaware Bay.	Species-specific hematological reference values are essential for diagnosis and treatment of disease and maintaining overall health of animals. This information is lacking for many species of elasmobranchs maintained in zoos and aquaria, thus reducing the effectiveness of care for these animals. Descriptive statistics and reference intervals were calculated for hematocrit and complete blood cell counts, biochemistry and protein electrophoresis parameters, trace minerals, vitamins, heavy metals, reproductive hormones, and fatty acids in the blood of 153 wild Sand Tigers Carcharias taurus of both sexes and a range of sizes caught in Delaware Bay (Delaware, USA). Mean hematocrit, total white blood cell counts, lymphocyte differentials, glucose, phosphorus, amylase, and aspartate aminotransferase levels were significantly higher in juveniles than in adults. Levels of estradiol, progesterone, testosterone, and differences in selenium and eicosapentaenoic acid (a polyunsaturated fatty acid) between males and females suggest that they are important parameters for improving Sand Tiger breeding success in managed care. Finally, blood metal levels for arsenic, cadmium, lead, and mercury suggest low levels of contaminant exposure for Sand Tigers during their summer residence in Delaware Bay. The results of this study provide baseline health parameters for wild Sand Tigers that will aid in effective maintenance of aquarium animals and contribute to a greater understanding of the biology of these sharks and efforts to accomplish sustainable management of their populations.
37	35435294	Conceptual frameworks and key questions for assessing the contribution of marine protected areas to shark and ray conservation.	"Marine Protected Areas (MPAs) are key tools in addressing the global decline of sharks and rays, with ""marine parks"" and ""shark sanctuaries"" of various configurations established to conserve shark populations. There is also a rapidly growing body of telemetry research used to assess MPA performance in shark protection. However, assessments of MPA efficacy in shark and ray conservation are compromised by inconsistent terminology, a lack of standardised approaches to assess how MPAs contribute to the overall conservation of sharks and rays, and ambiguity about integrating movement data into assessment processes. This paper presents a conceptual framework that standardises key terms and uses the concept of Portfolio Risk to fully describe how an MPA may contribute to shark and ray conservation. The framework also demonstrates how movement data can be integrated into the process and presents eight key questions that provide guidance for applying the framework. Understanding an MPA's contribution to shark and ray protection requires explicit consideration of the assessment scope, MPA type and purpose, the range of existing and potential threats, the species biology and ecology, and management and operational contexts. Ultimately, MPA contributions to shark and ray conservation differ according to a complex set of human and natural factors and interactions which should be carefully considered in MPA design, implementation and evaluation. Article Impact statement: Standardization of key terms and use of the portfolio risk concept describe how protected areas contribute to shark and ray conservation. This article is protected by copyright. All rights reserved."
38	35405792	What Is in Your Shark Fin Soup? Probably an Endangered Shark Species and a Bit of Mercury.	Shark fin soup, consumed by Asian communities throughout the world, is one of the principal drivers of the demand of shark fins. This near USD 1 billion global industry has contributed to a shark population declines of up to 70%. In an effort to arrest these declines, the trade in several species of sharks is regulated under the auspices of the Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES). Despite this legal framework, the dried fins of trade-regulated sharks are frequently sold in markets and consumed in shark fin soup. Shark fins found in soups break down into a fibrous mass of ceratotrichia, meaning that identifying the species of sharks in the soup becomes impossible by visual methods. In this paper, we use DNA barcoding to identify the species of sharks found in bowls of shark fin soup collected in Singapore. The most common species identified in our samples was the blue shark (
39	35365676	A biologging database of juvenile white sharks from the northeast Pacific.	Species occurrence records are vital data streams in marine conservation with a wide range of important applications. From 2001-2020, the Monterey Bay Aquarium led an international research collaboration to understand the life cycle, ecology, and behavior of white sharks (Carcharodon carcharias) in the southern California Current. The collaboration was devoted to tagging juveniles with animal-borne sensors, also known as biologging. Here we report the full data records from 59 pop-up archival (PAT) and 20 smart position and temperature transmitting (SPOT) tags that variously recorded pressure, temperature, and light-level data, and computed depth and geolocations for 63 individuals. Whether transmitted or from recovered devices, raw data files from successful deployments (n = 70) were auto-ingested from the manufacturer into the United States (US) Animal Telemetry Network's (ATN) Data Assembly Center (DAC). There they have attributed a full suite of metadata, visualized within their public-facing data portal, compiled for permanent archive under the DataONE Research Workspace member node, and are accessible for download from the ATN data portal.
40	35333436	Predator-prey landscapes of large sharks and game fishes in the Florida Keys.	Interspecific interactions can play an essential role in shaping wildlife populations and communities. To date, assessments of interspecific interactions, and more specifically predator-prey dynamics, in aquatic systems over broad spatial and temporal scales (i.e., hundreds of kilometers and multiple years) are rare due to constraints on our abilities to measure effectively at those scales. We applied new methods to identify space-use overlap and potential predation risk to Atlantic tarpon (Megalops atlanticus) and permit (Trachinotus falcatus) from two known predators, great hammerhead (Sphyrna mokarran) and bull (Carcharhinus leucas) sharks, over a 3-year period using acoustic telemetry in the coastal region of the Florida Keys (USA). By examining spatiotemporal overlap, as well as the timing and order of arrival at specific locations compared to random chance, we show that potential predation risk from great hammerhead and bull sharks to Atlantic tarpon and permit are heterogeneous across the Florida Keys. Additionally, we find that predator encounter rates with these game fishes are elevated at specific locations and times, including a prespawning aggregation site in the case of Atlantic tarpon. Further, using machine learning algorithms, we identify environmental variability in overlap between predators and their potential prey, including location, habitat, time of year, lunar cycle, depth, and water temperature. These predator-prey landscapes provide insights into fundamental ecosystem function and biological conservation, especially in the context of emerging fishery-related depredation issues in coastal marine ecosystems.
41	35324946	Depth and benthic habitat influence shallow and mesophotic predatory fishes on a remote, high-latitude coral reef.	Predatory fishes on coral reefs continue to decline globally despite playing key roles in ecosystem functioning. Remote atolls and platform reefs provide potential refugia for predator populations, but quantitative information on their spatial distribution is required to establish accurate baselines for ongoing monitoring and conservation management. Current knowledge of predatory fish populations has been derived from targeted shallow diver-based surveys (<15 m). However, the spatial distribution and extent of predatory fishes on outer mesophotic shelf environments has remained under described. Middleton Reef is a remote, high-latitude, oceanic platform reef that is located within a no-take area in the Lord Howe Marine Park off eastern Australia. Here we used baited remote underwater stereo video to sample predatory fishes across lagoon and outer shelf habitats from depths 0-100 m, extending knowledge on use of mesophotic depths and habitats. Many predatory fish demonstrated clear depth and habitat associations over this depth range. Carcharhinid sharks and Carangid fishes were the most abundant predators sampled on Middleton Reef, with five predatory fishes accounting for over 90% of the predator fish biomass. Notably, Galapagos shark (Carcharhinus galapagensis) and the protected black rockcod (Epinephelus daemelii) dominated the predator fish assemblage. A higher richness of predator fish species was sampled on reef areas north and south of the lagoon. The more exposed southern aspect of the reef supported a different suite of predator fish across mesophotic habitats relative to the assemblage recorded in the north and lagoonal habitats, a pattern potentially driven by differences in hard coral cover. Biomass of predatory fishes in the more sheltered north habitats was twice that of other areas, predominantly driven by high abundances of Galapagos shark. This work adds to the growing body of literature highlighting the conservation value of isolated oceanic reefs and the need to ensure that lagoon, shallow and mesophotic habitats in these systems are adequately protected, as they support vulnerable ecologically and economically important predator fish assemblages.
42	35317626	Social dynamics and individual hunting tactics of white sharks revealed by biologging.	Social foraging, where animals forage in groups, takes many forms but is less studied in marine predators as measuring social associations in the wild is challenging. We used biologging (activity, cameras and telemetry receivers) sensors to measure social associations and simultaneous behaviour, in white sharks (
43	35296830	Genomic insights into the historical and contemporary demographics of the grey reef shark.	Analyses of genetic diversity can shed light on both the origins of biodiversity hotspots, as well as the conservation status of species that are impacted by human activities. With these objectives, we assembled a genomic dataset of 14,935 single nucleotide polymorphisms from 513 grey reef sharks (Carcharhinus amblyrhynchos) sampled across 17 locations in the tropical Indo-Pacific. We analysed geographic variation in genetic diversity, estimated ancient and contemporary effective population size (N
44	35288844	Echinocephalus caniculus n. sp. (Nematoda: Gnathostomatidae Railliet, 1895) from the lesser spotted dogfish Scyliorhinus canicula (L.) (Elasmobranchii: Scyliorhinidae Gill, 1862) off Tunisia, with a key to species of the genus Echinocephalus.	Echinocephalus caniculus n. sp. (Nematoda, Gnathostomatidae Railliet, 1895) was isolated from the spiral valve of the lesser spotted dogfish Scyliorhinus canicula (L.) from the waters off Kalaat El Andalous, North East Tunisia. This new species is mainly characterized by a cephalic bulb armed with 31-39 transverse rows of uncinated hooks, a comparatively long oesophagus, short spicules and the presence of a gubernaculum. The new species differs from its congeners by having four cervical sacs of almost equal length, a higher oesophagus/body length ratio, the arrangement of the caudal papillae, the absence of a medioventral preanal organ and numerous scattered `pores´ limited to the lateral side of the posterior part of the body. This is the first report of a member of the genus Echinocephalus Molin, 1858 from the Tunisian coast, and a new host and locality record for the Gnathostomatidae. A key to the species of Echinocephalus is provided.
45	35259943	Energy conservation characterizes sleep in sharks.	Sharks represent the earliest group of jawed vertebrates and as such, they may provide original insight for understanding the evolution of sleep in more derived animals. Unfortunately, beyond a single behavioural investigation, very little is known about sleep in these ancient predators. As such, recordings of physiological indicators of sleep in sharks have never been reported. Reduced energy expenditure arising from sustained restfulness and lowered metabolic rate during sleep have given rise to the hypothesis that sleep plays an important role for energy conservation. To determine whether this idea applies also to sharks, we compared metabolic rates of draughtsboard sharks (
46	35169123	Global patterns in functional rarity of marine fish.	Rare species, which represent a large fraction of the taxa in ecological assemblages, account for much of the biological diversity on Earth. These species make substantial contributions to ecosystem functioning, and are targets of conservation policy. Here we adopt an integrated approach, combining information on the rarity of species trait combinations, and their spatial restrictedness, to quantify the biogeography of rare fish (a taxon with almost 13,000 species) in the world's oceans. We find concentrations of rarity, in excess of what is predicted by a null expectation, near the coasts and at higher latitudes. We also observe mismatches between these rarity hotspots and marine protected areas. This pattern is repeated for both major groupings of fish, the Actinopterygii (bony fish) and Elasmobranchii (sharks, skates and rays). These results uncover global patterns of rarity that were not apparent from earlier work, and highlight the importance of using metrics that incorporate information on functional traits in the conservation and management of global marine fishes.
47	35132104	Extensive oceanic mesopelagic habitat use of a migratory continental shark species.	The identification of movement and behaviour patterns, as well as inter- and intra-population connectivity is crucial in order to implement effective and functional management and conservation measures for threatened migratory species such as tope (Galeorhinus galeus). Yet, previous studies struggled to elucidate clear and consistent movement and depth usage patterns of adult tope in the Northeast Atlantic, suggesting a high plasticity in the migration and behaviour. We deployed pop-up satellite archival tags on adult tope during their seasonal summer aggregations in the inner German Bight of the south-eastern North Sea and near a presumed mating site in southwest Scotland. Depth distribution and migration pathways were derived from time series data with location processing. Four individuals followed migration trajectories leaving coastal areas and crossed the European shelf slope into oceanic areas of the Northeast Atlantic, remaining fully pelagic for the rest of the deployment duration. These sharks showed far-ranging migration trajectories and undertook regular and frequent diel vertical migrations, reaching daytime depths of over 700 m. Vertical migration patterns closely overlapped with biological mesopelagic habitat structures and closely tracked the diel migration of organisms from deep scattering layers derived from hydroacoustic recordings. It is hypothesized that adult tope regularly utilize oceanic habitats, foraging on mesopelagic layers in an environment generally considered of low prey density.
48	35127024	Pieces in a global puzzle: Population genetics at two whale shark aggregations in the western Indian Ocean.	The whale shark 
49	35127009	Retrospective stable isotopes of vertebrae reveal sexual ontogenetic patterns and trophic ecology in oceanic whitetip shark, Carcharhinus longimanus.	There is a common phenomenon in nature whereby some animals have differences in their ontogenetic changes in dietary preferences between sexes, especially apex predators. These reflect changes in the needs of development during their lifetimes. Apex predators potentially have diverse dietary niches and a large impact on the trophic dynamics within ecosystems. However, the difference in life history between males and females often leads to increased difficulty in management and conservation. In this study, 25 oceanic whitetip sharks, 
50	35125620	Marine resource recovery in Southern Thailand during COVID-19 and policy recommendations.	COVID-19 and subsequent government health containment measures have slowed down economic activities worldwide, particularly tourism. With the number of foreign tourists entering Thailand during 2020 and 2021 greatly diminished, the number of tourists at marine and coastal attractions in Southern Thailand has declined as well. This study found evidence of a relationship between the decline of the number of tourists and marine resource recovery. This recovery appears in the form of cleaner beaches, clearer seawater and increased sighting of marine animals. Between 2020 and 2021, official reports found increased sighting of dugongs, dolphins, blacktip reef sharks, whale sharks, leopard sharks, sea turtles, green turtles, hawksbill turtles, and false killer whales at marine national parks in Southern Thailand. The study also found that, prior to the COVD-19 outbreak, the number of tourists at Patong Beach and Maya Bay exceeded their tourism carrying capacities. Finally, this study proposes eight policy measures related to tourism management for marine resource sustainability: conservation and recreation zoning, enforcing marine park closure, redesigning marine park entrance fee systems, ensuring adequate recreational facilities, stricter enforcement of the law, promoting alternative tourism sites, encouraging more inclusivity and participation in decision making processes, and enhancing public awareness.
51	35051468	A comprehensive petrochemical vulnerability index for marine fishes in the Gulf of Mexico.	Oil and gas extraction activities occur across the globe, yet species-specific toxicological information on the biological and ecological impacts of exposure to petrochemicals is lacking for the vast majority of marine species. To help prioritize species for recovery, mitigation, and conservation in light of significant toxicological data gaps, a trait-based petrochemical vulnerability index was developed and applied to the more than 1700 marine fishes present across the entire Gulf of Mexico, including all known bony fishes, sharks, rays and chimaeras. Using life history and other traits related to likelihood of exposure, physiological sensitivity to exposure, and population resiliency, final calculated petrochemical vulnerability scores can be used to provide information on the relative sensitivity, or resilience, of marine fish populations across the Gulf of Mexico to oil and gas activities. Based on current knowledge of traits, marine fishes with the highest vulnerability scores primarily occur in areas of high petrochemical activity, are found at or near the surface, and have low reproductive turnover rates and/or highly specialized diet and habitat requirements. Relative population vulnerability scores for marine fishes can be improved with additional toxicokinetic studies, including those that account for the synergistic or additive effect of multiple stressors, as well as increased research on ecological and life history traits, especially for deep living species.
52	35031666	Drivers of variation in occurrence, abundance, and behaviour of sharks on coral reefs.	Quantifying the drivers of population size in reef sharks is critical for the development of appropriate conservation strategies. In north-west Australia, shark populations inhabit coral reefs that border growing centres of human population, industry, and tourism. However, we lack baseline data on reef sharks at large spatial scales (hundreds of km) that might enable managers to assess the status of shark populations in the face of future development in this region. Here, we examined the occurrence, abundance and behaviour of apex (Galeocerdo cuvier, Carcharhinus plumbeus) and reef (C. amblyrhynchos, C. melanopterus, Triaenodon obesus) sharks using > 1200 deployments of baited remote underwater stereo-video systems (stereo-BRUVs) across > 500 km of coastline. We found evidence for species-specific influences of habitat and fishing activities on the occurrence (probability of observation), abundance (MaxN) and behaviour of sharks (time of arrival to the stereo-BRUVs and likelihood of feeding). Although the presence of management zoning (No-take areas) made little difference to most species, C. amblyrhynchos were more common further from boat ramps (a proxy of recreational fishing pressure). Time of arrival for all species was also influenced by distance to boat ramp, although patterns varied among species. Our results demonstrate the capacity for behavioural metrics to complement existing measures of occurrence and abundance in assessing the potential impact of human activities on shark populations.
53	35024583	Conservation implications of forage base requirements of a marine predator population at carrying capacity.	Prey depletion may contribute to marine predator declines, yet the forage base required to sustain an unfished population of predatory fish at carrying capacity is unknown. We integrated demographic and physiological data within a Bayesian bioenergetic model to estimate annual consumption of a gray reef shark (
54	35023247	Ocean warming alters the distributional range, migratory timing, and spatial protections of an apex predator, the tiger shark (Galeocerdo cuvier).	Given climate change threats to ecosystems, it is critical to understand the responses of species to warming. This is especially important in the case of apex predators since they exhibit relatively high extinction risk, and changes to their distribution could impact predator-prey interactions that can initiate trophic cascades. Here we used a combined analysis of animal tracking, remotely sensed environmental data, habitat modeling, and capture data to evaluate the effects of climate variability and change on the distributional range and migratory phenology of an ectothermic apex predator, the tiger shark (Galeocerdo cuvier). Tiger sharks satellite tracked in the western North Atlantic between 2010 and 2019 revealed significant annual variability in the geographic extent and timing of their migrations to northern latitudes from ocean warming. Specifically, tiger shark migrations have extended farther poleward and arrival times to northern latitudes have occurred earlier in the year during periods with anomalously high sea-surface temperatures. A complementary analysis of nearly 40 years of tiger shark captures in the region revealed decadal-scale changes in the distribution and timing of shark captures in parallel with long-term ocean warming. Specifically, areas of highest catch densities have progressively increased poleward and catches have occurred earlier in the year off the North American shelf. During periods of anomalously high sea-surface temperatures, movements of tracked sharks shifted beyond spatial management zones that had been affording them protection from commercial fishing and bycatch. Taken together, these study results have implications for fisheries management, human-wildlife conflict, and ecosystem functioning.
55	34986563	Foraging plasticity diversifies mercury exposure sources and bioaccumulation patterns in the world's largest predatory fish.	Large marine predators exhibit high concentrations of mercury (Hg) as neurotoxic methylmercury, and the potential impacts of global change on Hg contamination in these species remain highly debated. Current contaminant model predictions do not account for intraspecific variability in Hg exposure and may fail to reflect the diversity of future Hg levels among conspecific populations or individuals, especially for top predators displaying a wide range of ecological traits. Here, we used Hg isotopic compositions to show that Hg exposure sources varied significantly between and within three populations of white sharks (Carcharodon carcharias) with contrasting ecology: the north-eastern Pacific, eastern Australasian, and south-western Australasian populations. Through Δ
56	34951292	[Patterns of maternal transfer of trace elements in the pelagic thresher shark (Alopias pelagicus) of the Eastern Pacific Ocean].	Pelagic sharks are vulnerable to overfishing due to slow growth rates, late-at-maturity and low fecundity, 90% of which are Near Threatened with an elevated risk of extinction according to IUCN Red List Criteria. Trace elements can be accumulated by marine predators and may have detrimental effects on population dynamics. In this study, we analyzed the concentrations of 11 trace elements (Zn, Cu, Cr, Ni, Mn, Se, Co, Hg, Cd, Pb, and As) in muscle and liver tissues of 10 pregnant pelagic thresher sharks (
57	34939039	Microplastics in fecal samples of whale sharks (Rhincodon typus) and from surface water in the Philippines.	"None: Marine plastic abundance has increased over the past 60 years and microplastics (< 5 mm) constitute a primary component of such litter. Filter-feeding megafauna, such as the whale shark, might be particularly affected by microplastic pollution as their feeding mode requires filtration of up to thousands of cubic meters of water. In addition, the habitat range of whale sharks intersects with several recognized microplastic pollution hotspots, among which is the Coral Triangle. Direct evidence for microplastic ingestion in whale sharks however, has not yet been presented. Here we show that whale shark scat collected in the Philippines from 2012 to 2019 contained a mean of 2.8 microplastics g
SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1186/s43591-021-00017-9."
58	34932875	Insights into genetic variation and demographic history of sharpnose rays: examinations of three species of Telatrygon (Elasmobranchii, Dasyatidae) from the Indo-West Pacific.	Coastal and demersal chondrichthyans (sharks, rays, and skates) are expected to exhibit high levels of genetic differentiation in areas of complex geomorphology. Population genetic studies investigating the extent to which demographic history shapes the genetic structure of these fishes are rare. Here, we combined mitochondrial DNA (Cytb and ND2) and 8 nuclear microsatellite loci from 244 individuals to examine the population genetic structure and demographic history of the 3 Indo-West Pacific species of sharpnose rays (Telatrygon zugei, Telatrygon biasa, and Trygon crozieri). High levels of genetic variation both within and between species were identified. Phylogenetic analysis partitioned haplotypes into 2 lineages supporting divergence of T. zugei from T. crozieri and T. biasa during the Pleistocene. Furthermore, microsatellite-based clustering analyses identified 4 genetic groups (i.e. T. zugei from Japan, T. zugei from coastal China, T. biasa from Gulf of Thailand, and T. crozieri from the Andaman Sea). Measurements of genetic differentiation also support these 4 groups. Additionally, Pleistocene demographic expansions were examined in all genetic groups. The climate oscillations and current hydrologic cycles in the Indo-West Pacific appear to coincide with the hypothesis regarding speciation and the observed demographic history trends of the sharpnose rays. Considering the species group has, until recently, been thought to be one species, these results are critical for defining management units and guiding conservation efforts to preserve stingray biodiversity.
59	34914101	Growth estimates of young-of-the-year broadnose sevengill shark, Notorynchus cepedianus, a top predator with poorly calcified vertebrae.	The broadnose sevengill shark, Notorynchus cepedianus (Péron, 1807), is a large marine top predator in temperate coastal ecosystems. Some aspects of its life history have been determined, but its growth pattern is yet to be fully understood. The authors used a multi-modelling approach and a sensitivity test to estimate growth parameters from young-of-year (YOY) length data collected off San Antonio Cape (SAC), Argentina, a critical habitat in the Southwest Atlantic Coastal Zone (SACZ). The best selected model, a sex-combined logistic growth model, estimated an asymptotic length (L
60	34827127	Environmental DNA (eDNA) Metabarcoding in the Fish Market and Nearby Seafood Restaurants in Taiwan Reveals the Underestimation of Fish Species Diversity in Seafood.	Seafood, especially the traditional one in Taiwan, is rarely sourced from a fixed species and routinely from similar species depending on their availability. Hence, the species composition of seafood can be complicated. While a DNA-based approach has been routinely utilized for species identification, a large scale of seafood identification in fish markets and restaurants could be challenging (e.g., elevated cost and time-consuming only for a limited number of species identification). In the present study, we aimed to identify the majority of fish species potentially consumed in fish markets and nearby seafood restaurants using environmental DNA (eDNA) metabarcoding. Four eDNA samplings from a local fish market and nearby seafood restaurants were conducted using Sterivex cartridges. Nineteen universal primers previously validated for fish species identification were utilized to amplify the fragments of mitochondrial DNA (12S, COI, ND5) of species in eDNA samples and sequenced with NovaSeq 6000 sequencing. A total of 153 fish species have been identified based on 417 fish related operational taxonomic units (OTUs) generated from 50,534,995 reads. Principal Coordinate Analysis (PCoA) further showed the differences in fish species between the sampling times and sampling sites. Of these fish species, 22 chondrichthyan fish, 14 Anguilliformes species, and 15 Serranidae species were respectively associated with smoked sharks, braised moray eels, and grouper fish soups. To our best knowledge, this work represents the first study to demonstrate the feasibility of a large scale of seafood identification using eDNA metabarcoding approach. Our findings also imply the species diversity in traditional seafood might be seriously underestimated and crucial for the conservation and management of marine resources.
61	34824827	Grow fast, die young: Does compensatory growth reduce survival of juvenile blacktip sharks (Carcharhinus limbatus) in the western Gulf of Mexico?	Effective conservation and management necessitate an understanding of the ecological mechanisms that shape species life histories in order to predict how variability in natural and anthropogenic impacts will alter growth rates, recruitment, and survival. Among these mechanisms, the interaction between parturition timing and prey availability frequently influences offspring success, particularly when postnatal care is absent. Here, we assess how parturition timing and nursery conditions, including prey abundance and environmental conditions, influence the growth and potential survival of blacktip sharks (
62	34824811	Defining distribution and habitat use of west-central Florida's coastal sharks through a research and education program.	"Identifying critical habitat for highly mobile species such as sharks is difficult, but essential for effective management and conservation. In regions where baseline data are lacking, non-traditional data sources have the potential to increase observational capacity for species distribution and habitat studies. In this study, a research and education organization conducted a 5-year (2013-2018) survey of shark populations in the coastal waters of west-central Florida, an area where a diverse shark assemblage has been observed but no formal population analyses have been conducted. The objectives of this study were to use boosted regression tree (BRT) modeling to quantify environmental factors impacting the distribution of the shark assemblage, create species distribution maps from the model outputs, and identify spatially explicit hot spots of high shark abundance. A total of 1036 sharks were captured, encompassing eleven species. Abundance hot spots for four species and for immature sharks (collectively) were most often located in areas designated as ""No Internal Combustion Engine"" zones and seagrass bottom cover, suggesting these environments may be fostering more diverse and abundant populations. The BRT models were fitted for immature sharks and five species where "
63	34787703	Forecasting intraspecific changes in distribution of a wide-ranging marine predator under climate change.	Globally, marine animal distributions are shifting in response to a changing climate. These shifts are usually considered at the species level, but individuals are likely to differ in how they respond to the changing conditions. Here, we investigate how movement behaviour and, therefore, redistribution, would differ by sex and maturation class in a wide-ranging marine predator. We tracked 115 tiger sharks (Galeocerdo cuvier) from 2002 to 2020 and forecast class-specific distributions through to 2030, including environmental factors and predicted occurrence of potential prey. Generalised Linear and Additive Models revealed that water temperature change, particularly at higher latitudes, was the factor most associated with shark movements. Females dispersed southwards during periods of warming temperatures, and while juvenile females preferred a narrow thermal range between 22 and 23 °C, adult female and juvenile male presence was correlated with either lower (< 22 °C) or higher (> 23 °C) temperatures. During La Niña, sharks moved towards higher latitudes and used shallower isobaths. Inclusion of predicted distribution of their putative prey significantly improved projections of suitable habitats for all shark classes, compared to simpler models using temperature alone. Tiger shark range off the east coast of Australia is predicted to extend ~ 3.5° south towards the east coast of Tasmania, particularly for juvenile males. Our framework highlights the importance of combining long-term movement data with multi-factor habitat projections to identify heterogeneity within species when predicting consequences of climate change. Recognising intraspecific variability will improve conservation and management strategies and help anticipate broader ecosystem consequences of species redistribution due to ocean warming.
64	34749115	Mercury concentrations and trophic relations in sharks of the Pacific Ocean of Colombia.	Sharks are fished for human consumption in Colombia, and fins are exported illegally to international markets. The goal was to identify differences in total mercury (THg) concentrations in fins and muscles of shark species seized in the Buenaventura port (Colombian Pacific), and to assess potential human health risks related to shark consumption. Seven species were considered in this study: Pelagic Thresher (Alopias pelagicus), Pacific Smalltail Shark (Carcharhinus cerdale), Brown Smoothhound (Mustelus henlei), Sicklefin Smoothhound (Mustelus lunulatus), Scalloped Bonnethead (Sphyrna corona), Scalloped Hammerhead (Sphyrna lewini), and Bonnethead Shark (Sphyrna tiburo), and THg was analyzed in shark tissues. 24% muscle samples concentrations were above international recommended limits for human consumption, especially for A. pelagicus and S. lewini. Stable isotopes (δ
