	pmid	Title	Abstract
114	35765842	Decoding the dynamics of dental distributions: insights from shark demography and dispersal.	Shark teeth are one of the most abundant vertebrate fossils, and because tooth size generally correlates with body size, their accumulations document the size structure of populations. Understanding how ecological and environmental processes influence size structure, and how this extends to influence these dental distributions, may offer a window into the ecological and environmental dynamics of past and present shark populations. Here, we examine the dental distributions of sand tigers, including extant 
115	35765834	Sperm whales (Physeteroidea) from the Pisco Formation, Peru, and their trophic role as fat sources for late Miocene sharks.	Shark-cetacean trophic interactions, preserved as bite marks in the fossil record, mostly correspond to isolated or fragmentary findings that bear limited information about major trophic patterns or roles. Here, we provide evidence of focalized foraging by sharks in the form of tooth bite marks over physeteroids fossil bones from the late Miocene of Peru. These findings indicate that sharks were targeting the forehead of coeval physeteroids to actively feed on their lipid-rich nasal complexes. Miocene physeteroids displayed a broad diversity, including giant predatorial forms, small benthic foragers and suction feeders. Like their extant relatives, these animals exhibited enlarged fatty forehead organs responsible for their sound production capabilities, thus evolving taxon-specific cranial architecture. Bite marks are found on the cranial bones where these structures were attached, indicating that sharks actively targeted this region; but also, in areas that would only be accessible following the consumption of the surrounding soft tissues. The shape of the bite marks and their distribution suggests a series of consecutive scavenging events by individuals of different shark species. Similar bite patterns can be recognized on other Miocene physeteroids fossils from across the globe, suggesting that sharks actively exploited physeteroid carcasses as fat sources.
116	35758581	PHARMACOKINETICS OF MELOXICAM AFTER A SINGLE 1.5 MG/KG INTRAMUSCULAR ADMINISTRATION TO NURSEHOUND SHARKS (SCYLIORHINUS STELLARIS) AND ITS EFFECTS ON HEMATOLOGY AND PLASMA BIOCHEMISTRY.	A single-dose meloxicam pharmacokinetic (PK) study was performed with eight clinically healthy nursehound sharks (
117	35758578	DIAGNOSIS AND MANAGEMENT OF SUSPECTED CONGESTIVE HEART FAILURE SECONDARY TO DILATED CARDIOMYOPATHY IN A SAND TIGER SHARK (CARCHARIAS TAURUS) WITH ESTABLISHMENT OF PRELIMINARY NORMAL ECHOCARDIOGRAPHIC INDICES.	Elasmobranch cardiac anatomy and physiology has been well described; however, there is a dearth of information regarding cardiac disease. In support of a clinical case of suspected congestive heart failure in a 22-yr-old male sand tiger shark (
118	35748755	Nanolattice-Forming Hybrid Collagens in Protective Shark Egg Cases.	Nanoscopic structural control with long-range ordering remains a profound challenge in nanomaterial fabrication. The nanoarchitectured egg cases of elasmobranchs rely on a hierarchically ordered latticework for their protective function─serving as an exemplary system for nanoscale self-assembly. Although the proteinaceous precursors are known to undergo intermediate liquid crystalline phase transitions before being structurally arrested in the final nanolattice architecture, their sequences have so far remained unknown. By leveraging RNA-seq and proteomic techniques, we identified a cohort of nanolattice-forming proteins comprising a collagenous midblock flanked by domains typically associated with innate immunity and network-forming collagens. Structurally homologous proteins were found in the genomes of other egg-case-producing cartilaginous fishes, suggesting a conserved molecular self-assembly strategy. The identity and stabilizing role of cross-links were subsequently elucidated using mass spectrometry and 
119	35747489	The Phylogeny of Rays and Skates (Chondrichthyes: Elasmobranchii) Based on Morphological Characters Revisited.	Elasmobranchii are relatively well-studied. However, numerous phylogenetic uncertainties about their relationships remain. Here, we revisit the phylogenetic evidence based on a detailed morphological re-evaluation of all the major extant batomorph clades (skates and rays), including several holomorphic fossil taxa from the Palaeozoic, Mesozoic and Cenozoic, and an extensive outgroup sampling, which includes sharks, chimaeras and several other fossil chondrichthyans. The parsimony and maximum-likelihood analyses found more resolved but contrasting topologies, with the Bayesian inference tree neither supporting nor disfavouring any of them. Overall, the analyses result in similar clade compositions and topologies, with the Jurassic batomorphs forming the sister clade to all the other batomorphs, whilst all the Cretaceous batomorphs are nested within the remaining main clades. The disparate arrangements recovered under the different criteria suggest that a detailed study of Jurassic taxa is of utmost importance to present a more consistent topology in the deeper nodes, as issues continue to be present when analysing those clades previously recognized only by molecular analyses (e.g., Rhinopristiformes and Torpediniformes). The consistent placement of fossil taxa within specific groups by the different phylogenetic criteria is promising and indicates that the inclusion of more fossil taxa in the present matrix will likely not cause loss of resolution, therefore suggesting that a strong phylogenetic signal can be recovered from fossil taxa.
120	35746634	Single-Domain Antibodies as Therapeutics for Respiratory RNA Virus Infections.	Over the years, infectious diseases with high morbidity and mortality disrupted human healthcare systems and devastated economies globally. Respiratory viruses, especially emerging or re-emerging RNA viruses, including influenza and human coronavirus, are the main pathogens of acute respiratory diseases that cause epidemics or even global pandemics. Importantly, due to the rapid mutation of viruses, there are few effective drugs and vaccines for the treatment and prevention of these RNA virus infections. Of note, a class of antibodies derived from camelid and shark, named nanobody or single-domain antibody (sdAb), was characterized by smaller size, lower production costs, more accessible binding epitopes, and inhalable properties, which have advantages in the treatment of respiratory diseases compared to conventional antibodies. Currently, a number of sdAbs have been developed against various respiratory RNA viruses and demonstrated potent therapeutic efficacy in mouse models. Here, we review the current status of the development of antiviral sdAb and discuss their potential as therapeutics for respiratory RNA viral diseases.
121	35744723	Squalamine and Its Aminosterol Derivatives: Overview of Biological Effects and Mechanisms of Action of Compounds with Multiple Therapeutic Applications.	Squalamine is a natural aminosterol that has been discovered in the tissues of the dogfish shark (
122	35737589	Lipid extraction has tissue-dependent effects on isotopic values (δ<sup>34</sup> S, δ<sup>13</sup> C, and δ<sup>15</sup> N) from different marine predators.	"RATIONALE: The use of sulfur isotopes to study trophic ecology in marine ecosystems has increased in the past decade. Unlike other commonly used isotopes (e.g., carbon), sulfur can better discriminate benthic and pelagic productivity. However, how lipid extraction affects sulfur isotopic values has not been assessed, despite its frequent use to remove lipid effects on δ
METHODS: We used white muscle and liver samples from two species of sharks and skin samples from two species of pinnipeds (sea lion and fur seal) to assess the effects of lipid extraction on stable isotope values for δ
RESULTS: Lipid extraction significantly decreased δ
CONCLUSIONS: Lipid extraction did not have a strong impact on δ"
123	35736179	Comparison of Physicochemical and Structural Properties of Acid-Soluble and Pepsin-Soluble Collagens from Blacktip Reef Shark Skin.	Fish collagen has been widely used in tissue engineering (TE) applications as an implant, which is generally transplanted into target tissue with stem cells for better regeneration ability. In this case, the success rate of this research depends on the fundamental components of fish collagen such as amino acid composition, structural and rheological properties. Therefore, researchers have been trying to find an innovative raw material from marine origins for tissue engineering applications. Based on this concept, collagens such as acid-soluble (ASC) and pepsin-soluble (PSC) were extracted from a new type of cartilaginous fish, the blacktip reef shark, for the first time, and were further investigated for physicochemical, protein pattern, microstructural and peptide mapping. The study results confirmed that the extracted collagens resemble the protein pattern of type-I collagen comprising the α
124	35734164	Exploration of the Nurse Shark (Ginglymostoma cirratum) Plasma Immunoproteome Using High-Resolution LC-MS/MS.	Many animals of scientific importance lack species-specific reagents (e.g., monoclonal antibodies) for in-depth studies of immune proteins. Mass spectrometry (MS)-based proteomics has emerged as a useful method for monitoring changes in protein abundance and modifications in non-model species. It can be used to quantify hundreds of candidate immune molecules simultaneously without the generation of new reagents. Here, we used MS-based proteomics to identify and quantify candidate immune proteins in the plasma of the nurse shark (
126	35731884	Cenozoic megatooth sharks occupied extremely high trophic positions.	Trophic position is a fundamental characteristic of animals, yet it is unknown in many extinct species. In this study, we ground-truth the 
127	35731872	Oh, the shark has such teeth: Did megatooth sharks play a larger role in prehistoric food webs?	Extinct megatooth sharks were globally distributed and contributed to ocean food chains that were potentially one to two steps longer than any food chain today.
128	35728548	Energetic costs and benefits of sleep.	Energy derived from food is a precious resource to animals. Those finite calories are often well-earned through exhaustive foraging effort, which can dominate waking hours, to support physiological processes (e.g. body maintenance and growth) and ecological necessities (e.g. predator avoidance and courting) that are pertinent to the production of progeny. So, it is unsurprising to find that animals have evolved strategies to guard against the gratuitous waste of hard-won caloric energy. Yet, it remains surprising to find such diversity, and elegant creativity, in those solutions. Brief examples of energy-saving innovation could include the very shape of animals and how they move, from streamlined swimming sharks to skyward-soaring seabirds; or the evolutionary appearance of various states of dormancy, such as endothermic animals sacrificing high body temperature through modest (torpor) or severe (hibernation) curtailments to metabolic heat production. Another reversibly dormant state with energetic benefits is sleep.
129	35718986	"""Triangular QRS-ST-T waveform ECG pattern"" during SARS-CoV-2 infection in a paediatric case with multiple comorbidities."	"Triangular QRS-ST-T waveform electrocardiography pattern, so-called ""shark fin sign,"" is a rare and highly mortal electrocardiography finding, which usually occurs in adult patients with coronary occlusion. Here, we reported the first paediatric case occurring in a striking ""triangular waveform electrocardiography pattern"" due to myocarditis during COVID-19 infection."
130	35718810	Bulk and amino acid nitrogen isotopes suggest shifting nitrogen balance of pregnant sharks across gestation.	Nitrogen isotope (δ
131	35718645	Tiger Shark Attack on a Scuba Diver in New Caledonia.	Herein we report an unprovoked shark attack on a scuba diver in New Caledonia. The species responsible for the attack was identified as a tiger shark (Galeocerdo cuvier), based on both the victim's testimony and forensic examination. The victim suffered significant loss of soft tissues from one thigh, which resulted in hemorrhagic shock. Even though the event occurred at a remote location, miles away from the nearest hospital, appropriate first aid, immediate deployment of an alert system, and prompt helicopter transfer by an emergency rescue team allowed the victim to be transferred to an intensive care unit in stable condition and to undergo surgery within 4 h of being bitten. Early coverage of exposed bone was performed, followed up with negative pressure dressing, antibiotic treatment, hyperbaric oxygen therapy, and a split skin graft. In spite of the massive muscular loss incurred, the victim was able to regain her ability to walk within 6 wk of the incident. Shark attacks on scuba divers are rare and seldom reported, especially in New Caledonia.
132	35714364	Production and Purification of Shark and Camel Single-Domain Antibodies from Bacterial and Mammalian Cell Expression Systems.	Single-domain antibodies, including the antigen-binding variable domains of the shark immunoglobulin new antigen receptor and the camelid variable region of the heavy chain, are the smallest antigen recognition domains (∼15 kDa) and have unique characteristics compared to conventional antibodies. They are capable of binding epitopes that are hard to access for classical antibodies and can also be used for therapeutics or diagnostics or as modular building blocks for multi-domain constructs, antibody-drug conjugates, immunotoxins, or chimeric antigen receptor therapy. This article contains detailed procedures for the purification and validation of two single-domain antibodies (one shark and one camel), which bind to the S2 subunit of the SARS-CoV-2 spike protein, using both bacterial and mammalian cell expression systems. It provides a comprehensive reference for the production of single-domain antibodies with high yield, good quality, and purity. © Published 2022. This article is a U.S. Government work and is in the public domain in the USA. Basic Protocol: Production of single-domain antibodies from Escherichia coli Alternate Protocol: Production of single-domain antibodies using the mammalian cell line Expi293F Support Protocol 1: Production and purification of single-domain antibodies on a small scale with the polymyxin B method Support Protocol 2: Validation of single-domain antibodies by ELISA.
133	35714082	Comparing eDNA metabarcoding primers for assessing fish communities in a biodiverse estuary.	Metabarcoding of environmental DNA is increasingly used for biodiversity assessments in aquatic communities. The efficiency and outcome of these efforts are dependent upon either de novo primer design or selecting an appropriate primer set from the dozens that have already been published. Unfortunately, there is a lack of studies that have directly compared the efficacy of different metabarcoding primers in marine and estuarine systems. Here we evaluate five commonly used primer sets designed to amplify rRNA barcoding genes in fishes and compare their performance using water samples collected from estuarine sites in the highly biodiverse Indian River Lagoon in Florida. Three of the five primer sets amplify a portion of the mitochondrial 12S gene (MiFish_12S, 171bp; Riaz_12S, 106 bp; Valentini_12S, 63 bp), one amplifies 219 bp of the mitochondrial 16S gene (Berry_16S), and the other amplifies 271 bp of the nuclear 18S gene (MacDonald_18S). The vast majority of the metabarcoding reads (> 99%) generated using the 18S primer set assigned to non-target (non-fish) taxa and therefore this primer set was omitted from most analyses. Using a conservative 99% similarity threshold for species level assignments, we detected a comparable number of species (55 and 49, respectively) and similarly high Shannon's diversity values for the Riaz_12S and Berry_16S primer sets. Meanwhile, just 34 and 32 species were detected using the MiFish_12S and Valentini_12S primer sets, respectively. We were able to amplify both bony and cartilaginous fishes using the four primer sets with the vast majority of reads (>99%) assigned to the former. We detected the greatest number of elasmobranchs (six species) with the Riaz_12S primer set suggesting that it may be a suitable candidate set for the detection of sharks and rays. Of the total 76 fish species that were identified across all datasets, the combined three 12S primer sets detected 85.5% (65 species) while the combination of the Riaz_12S and Berry_16S primers detected 93.4% (71 species). These results highlight the importance of employing multiple primer sets as well as using primers that target different genomic regions. Moreover, our results suggest that the widely adopted MiFish_12S primers may not be the best choice, rather we found that the Riaz_12S primer set was the most effective for eDNA-based fish surveys in our system.
134	35710034	Long-term monitoring of egg-laying cycle using ultrasonography reveals the reproductive dynamics of circulating sex steroids in an oviparous catshark, Scyliorhinus torazame.	The many diverse reproductive strategies of elasmobranchs (sharks, skates and rays) from lecithotrophic oviparity to matrotrophic viviparity have attracted significant research attention. However, the endocrine control of elasmobranch reproduction is less well-documented largely due to their reproductive characteristics, such as a long reproductive cycle, and/or repeated internal fertilization using stored sperm in oviparous species. In the present study, for the first time, we succeeded in non-invasive monitoring of the continuing egg-laying cycle of the cloudy catshark Scyliorhinus torazame using portable ultrasound devices. Furthermore, long-term simultaneous monitoring of the egg-laying cycle and measurement of plasma sex steroids revealed cycling patterns of estradiol-17β (E2), testosterone (T) and progesterone (P4). In particular, a decline in T followed by a reciprocal surge in plasma P4 were consistently observed prior to the appearance of the capsulated eggs, implying that P4 is likely associated with the ovulation and/or egg-case formation. While the cycling pattern of E2 was not as apparent as those of T and P4, threshold levels of E2 (>5 ng/mL) and T (>1 ng/mL) appeared to be crucial in the continuation of egg-laying cycle. The possibility to trace the dynamics of plasma sex steroids in a single individual throughout the reproductive cycles makes the catshark a useful model for regulatory and mechanistic studies of elasmobranch reproduction.
135	35705658	Drivers of parasite communities in three sympatric benthic sharks in the Gulf of Naples (central Mediterranean Sea).	Sharks play a key role in the functioning of marine ecosystems and maintenance of trophic web balance, including life cycles of parasites co-occurring in their habitats. We investigated the structure of parasite communities of three sympatric shark species (Etmopterus spinax, Galeus melastomus, and Scyliorhinus canicula) and explored both the influence of host features in shaping the communities and their role as biological indicators of environment stability in the Gulf of Naples (central Mediterranean Sea), a geographical area characterized by strong anthropic pressure. Parasites found were all trophic transmitted helminths with a complex life cycle, except Lernaeopoda galei, that is a ecto-parasite copepod. Communities were all similarly impoverished with 4-5 component species and low values of species richness and diversity. Higher abundance of cestode larvae of the genus Grillotia was found in G. melastomus, although their dominance in all host species suggests that the three sharks have a similar role as intermediate/paratenic hosts in local food webs. Similarly, high abundance of Grillotia larvae could also suggest the occurrence of high abundance of largest top predators in the area. Host morphological (fork length in S. canicula and G. melastomus and body condition index in G. melastomus) and physiological (sex and gonadosomatic and hepatosomatic indices in S. canicula) variables were differently correlated to parasite community structures depending by host species. Potential reasons for the present impoverished parasite communities are discussed.
136	35701513	Sixth sense in the deep-sea: the electrosensory system in ghost shark Chimaera monstrosa.	Animals that continually live in deep sea habitats face unique challenges and require adaptive specializations solutions in order to locate and identify food, predators, and conspecifics. The Ampullae of Lorenzini are specialized electroreceptors used by chondrichthyans for important biological functions. Ampullary organs of the ghost shark Chimaera monstrosa, a deep-sea species commonly captured as by-catch in the bottom trawl fishery, are here described for the first time using macroscopic, ultrastructural and histological approaches. The number of ampullary pores in C. monstrosa is about 700, distributed into the whole cephalic section of C. monstrosa, and organized in12 pore clusters and they are arranged into different configurations and form a distinct morphological pattern for this species, showing some anatomical peculiarities never described before in others cartilaginous fishes and may constitute an evolutionary adaptation of this ancient chondrichthyan species to the extreme environmental conditions of its deep sea niche.
137	35699765	Bioaccumulation of cd and hg in Muscle of Juvenile Pacific Sharpnose Shark Rhizoprionodon longurio from the SE Gulf of California.	In this study, the concentrations of Cd and Hg were measured in muscle of juvenile individuals at an importan fishing ground in southeastern Gulf of California to assess the health risk to human consumers considering elemental levels and rate of shark consumption in NW Mexico. Twenty-eight individuals were sampled in September 2019. Quantification of Hg was made by cold vapor-atomic absorption spectrophotometry, analyses of Cd were made by graphite furnace atomic absorption spectrophotometry. In general, average Hg (1.27 µg g
138	35693755	Cranial morphology of the orectolobiform shark, Chiloscyllium punctatum Müller &amp; Henle, 1838.	Elasmobranchs, comprising sharks, skates, and rays, have a long evolutionary history extending back into the Palaeozoic. They are characterized by various unique traits including a predominantly cartilaginous skeleton, superficial prismatic phosphatic layer, and permanent tooth replacement. Moreover, they exhibit a more or less marked sexual dimorphism. Especially the morphology of the chondrocranium and the elements of the whole cranial region of extant and extinct chondrichthyans can provide valuable information about corresponding functions, e.g. the feeding apparatus might reflect the diet of the animals. However, studies on sexual dimorphisms are lacking in orectolobiform sharks, therefore, little is known about possible sexual dimorphic characters in the cranial region in this group. For this reason, we present in this study a comprehensive morphological description of the cranial region of the brownbanded bamboo shark 
139	35689516	The distribution, ecology and predicted habitat use of the Critically Endangered angelshark (Squatina squatina) in coastal waters of Wales and the central Irish Sea.	The angelshark (Squatina squatina) has the northernmost range of any angel shark species, but there is limited information on its distribution, habitat use and ecology at higher latitudes. To address this, Angel Shark Project: Wales gathered 2231 S. squatina records and 142 anecdotal resources from fishers, coastal communities and archives. These spanned the coastal waters of Wales and the central Irish Sea and were dated from 1812 to 2020, with 97.62% of records within 11.1 km (6 nm) of the coast. Commercial, recreational and charter boat fishers provided the majority of S. squatina records (97.18%), with significantly more sightings from three decades (1970s, 1980s and 1990s) and in the months of September, June, August and July (in descending order). The coastal area between Bardsey Island and Strumble Head had the most S. squatina records (n = 1279), with notable concentrations also found in Carmarthen Bay, Conwy Bay and the Outer Severn Estuary. Species distribution models (SDM) identified four environmental variables that had significant influence on S. squatina distribution, depth, chlorophyll-a concentration, sea surface temperature (SST) and salinity, and these varied between the quarters (Q) of the year. SDM model outputs predicted a larger congruous area of suitable habitat in Q3 (3176 km
140	35687546	Using stable isotopes analysis to understand ontogenetic trophic variations of the scalloped hammerhead shark at the Galapagos Marine Reserve.	Changes in life-history requirements drive trophic variations, particularly in large marine predators. The life history of many shark species is still poorly known and understanding their dietary ontogeny is a challenging task, especially for highly migratory species. Stable isotope analysis has proven as a useful method for examining the foraging strategies of sharks and other marine predators. We assessed the foraging strategies and ontogenetic changes of scalloped hammerhead sharks, Sphyrna lewini, at Galapagos Marine Reserve (GMR), by analysing δ13C and δ15N signatures in different maturity stages. Our isotopic results suggest ontogenetic shifts in resource use between sub-adult and adult stages, but not between adult and juvenile stages. Carbon isotopic signatures found in the juvenile stage were enriched in contrast to sub-adults (~0.73‰) suggesting a combination of the maternal input and the use of coastal resources around the Galapagos Islands. Adult female sharks also showed enrichment in δ13C (~0.53‰) in comparison to sub-adult stages that suggest feeding in high primary productivity areas, such as the GMR. This study improves the understanding of the trophic ecology and ontogenetic changes of a highly migratory shark that moves across the protected and unprotected waters of the Eastern Tropical Pacific.
141	35686686	Factors affecting gestation periods in elasmobranch fishes.	Gestation periods vary greatly across elasmobranch species. Differences in body size and body temperature (i.e. major determinants of metabolic rates) might explain such variation. Although temperature effects have been demonstrated for captive animals, body size effects remain undocumented. Moreover, whether metabolic rates of mothers or those of embryos affect gestation periods remains unclear. Because biological times generally scale with mass1-β, where β is metabolic scaling exponent (0.8-0.9 in fishes), we hypothesized that elasmobranch gestation periods would scale with mass0.1-0.2. We also hypothesized that regionally endothermic species with elevated metabolic rates should have shorter gestation periods than similar-sized ectothermic species if the metabolic rates of mothers are responsible. We compiled data on gestation periods for 36 elasmobranch species to show that gestation periods scale with M0.11 and m0.17, where M and m are adult female mass and birth mass, respectively. Litter size and body temperature also affected gestation periods. Our findings suggest that the body-mass dependence of metabolic rate explains some variations in elasmobranch gestation periods. Unexpectedly, regionally endothermic sharks did not have shorter gestation periods than their ectothermic counterparts, suggesting that the metabolic rates of embryos, which are likely ectothermic in all elasmobranch species, may be responsible. This article has an associated First Person interview with the first author of the paper.
142	35685842	[Shark attacks in New Caledonia from 1958 to 2020: a review of cases].	"Background and objectives: Recent shark attacks in New Caledonia have prompted local authorities to elaborate a risk-management plan. The objective of the present paper is to produce detailed data on shark attacks that occurred in New Caledonian waters for the last few decades, as well as on the injuries of the victims, in order to inform rescue and medical services as well as authorities in charge of educating the public and providing security.
Methods: Incidents involving sharks and humans in New Caledonia for the last six decades were included into a database. Sharks were tentatively identified to species according to the shape, size and other external characteristics of injuries to the victims, together with witness accounts. The severity of shark bites was evaluated against the scale proposed by A.K. Lentz and co-authors (Am Surg. 2010;76:101-6).
Results: Sixty-seven shark-attack cases were recorded in New Caledonia from 1958 to 2020, of which 13 were lethal. The majority of the attacks concerned spearfishers and freedivers collecting invertebrates (58.5% of total). In the last decades, shark attacks may have increased towards bathers, swimmers and snorkelers (18.5%), and people taking part in water sports including surf, kitesurf, windsurf and SUP foil (14%). One scuba diver was also attacked (1.5%). Twenty attacks including 8 lethal ones were ascribed to the tiger shark 
Conclusions: Feeding incentive appeared to be a frequent factor triggering attacks. The education of the public should be promoted as a preventive measure aiming to reduce the risk of such accidents."
144	35681850	How Well Do 'Catch-Only' Assessment Models Capture Catch Time Series Start Years and Default Life History Prior Values? A Preliminary Stock Assessment of the South Atlantic Ocean Blue Shark Using a Catch-Based Model.	CMSY++, an improved version of the CMSY approach developed from Catch-MSY which uses a Bayesian implementation of a modified Schaefer model and can predict stock status and exploitation, was used in the present study. Evaluating relative performance is vital in situations when dealing with fisheries with different catch time series start years and biological prior information. To identify the influences of data inputs on CMSY++ outputs, this paper evaluated the use of a nominal reported catch and a reconstructed catch dataset of the South Atlantic blue shark alongside different priors of the blue shark's productivity/resilience (r) coupled with different indices of abundance. Results from the present study showed that different catch time series start years did not have a significant influence on the estimation of the biomass and fishing reference points reported by CMSY++. However, uninformative priors of r affected the output results of the model. The developed model runs with varying and joint abundance indices showed conflicting results, as classification rates in the final year changed with respect to the type of index used. However, the model runs indicated that South Atlantic blue shark stock could be overfished (B2020/Bmsy = 0.623 to 1.15) and that overfishing could be occurring (F2020/Fmsy = 0.818 to 1.78). This result is consistent with the results from a previous assessment using a state-space surplus production model applied for the same stock in 2015. Though some potential could be observed when using CMSY++, the results from this model ought to be taken with caution. Additionally, the continuous development of prior information useful for this model would help strengthen its performance.
145	35679282	High resolution acoustic telemetry reveals swim speeds and inferred field metabolic rates in juvenile white sharks (Carcharodon carcharias).	White sharks (Carcharodon carcharias) are the largest shark species to display regional endothermy. This capability likely facilitates exploitation of resources beyond thermal tolerance thresholds of potential sympatric competitors as well as sustained elevated swim speeds, but results in increased metabolic costs of adults, which has been documented in different studies. Little, however, is known of the metabolic requirements in free-swimming juveniles of the species, due to their large size at birth and challenges in measuring their oxygen consumption rates in captivity. We used trilateration of positional data from high resolution acoustic-telemetry to derive swim speeds from speed-over-ground calculations for eighteen free-swimming individual juvenile white sharks, and subsequently estimate associated mass-specific oxygen consumption rates as a proxy for field routine metabolic rates. Resulting estimates of mass-specific field routine metabolic rates (368 mg O2 kg-1 h-1 ± 27 mg O2 kg-1 h-1 [mean ± S.D.]) are markedly lower than those reported in sub-adult and adult white sharks by previous studies. We argue that median cruising speeds while aggregating at nearshore nursery habitats (0.6 m s-1 [mean ± S.E = 0.59 ± 0.001], 0.3 TL s-1) are likely a feature of behavioral strategies designed to optimize bioenergetic efficiency, by modulating activity rates in response to environmental temperature profiles to buffer heat loss and maintain homeostasis. Such behavioral strategies more closely resemble those exhibited in ectotherm sharks, than mature conspecifics.
146	35678278	The SHARK integral generation and digestion system.	In this paper, the SHARK integral generation and digestion engine is described. In essence, SHARK is based on a reformulation of the popular McMurchie/Davidson approach to molecular integrals. This reformulation leads to an efficient algorithm that is driven by BLAS level 3 operations. The algorithm is particularly efficient for high angular momentum basis functions (up to L = 7 is available by default, but the algorithm is programmed for arbitrary angular momenta). SHARK features a significant number of specific programming constructs that are designed to greatly simplify the workflow in quantum chemical program development and avoid undesirable code duplication to the largest possible extent. SHARK can handle segmented, generally and partially generally contracted basis sets. It can be used to generate a host of one- and two-electron integrals over various kernels including, two-, three-, and four-index repulsion integrals, integrals over Gauge Including Atomic Orbitals (GIAOs), relativistic integrals and integrals featuring a finite nucleus model. SHARK provides routines to evaluate Fock like matrices, generate integral transformations and related tasks. SHARK is the essential engine inside the ORCA package that drives essentially all tasks that are related to integrals over basis functions in version ORCA 5.0 and higher. Since the core of SHARK is based on low-level basic linear algebra (BLAS) operations, it is expected to not only perform well on present day but also on future hardware provided that the hardware manufacturer provides a properly optimized BLAS library for matrix and vector operations. Representative timings and comparisons to the Libint library used by ORCA are reported for Intel i9 and Apple M1 max processors.
147	35675323	Groovy and Gnarly: Surface Wrinkles as a Multifunctional Motif for Terrestrial and Marine Environments.	From large ventral pleats of humpback whales to nanoscale ridges on flower petals, wrinkled structures are omnipresent, multifunctional, and found at hugely diverse scales. Depending on the particulars of the biological system-its environment, morphology, and mechanical properties-wrinkles may control adhesion, friction, wetting, or drag; promote interfacial exchange; act as flow channels; or contribute to stretching, mechanical integrity, or structural color. Undulations on natural surfaces primarily arise from stress-induced instabilities of surface layers (e.g., buckling) during growth or aging. Variation in the material properties of surface layers and in the magnitude and orientation of intrinsic stresses during growth lead to a variety of wrinkling morphologies and patterns which, in turn, reflect the wide range of biophysical challenges wrinkled surfaces can solve. Therefore, investigating how surface wrinkles vary and are implemented across biological systems is key to understanding their structure-function relationships. In this work, we synthesize the literature in a metadata analysis of surface wrinkling in various terrestrial and marine organisms to review important morphological parameters and classify functional aspects of surface wrinkles in relation to the size and ecology of organisms. Building on our previous and current experimental studies, we explore case studies on nano/micro-scale wrinkles in biofilms, plant surfaces, and basking shark filter structures to compare developmental and structure-vs-function aspects of wrinkles with vastly different size scales and environmental demands. In doing this and by contrasting wrinkle development in soft and hard biological systems, we provide a template of structure-function relationships of biological surface wrinkles and an outlook for functionalized wrinkled biomimetic surfaces.
148	35674201	Carnobacterium maltaromaticum associated with meningoencephalitis and otitis in stranded common thresher sharks (Alopias vulpinus).	Juvenile common thresher sharks (
150	35673391	A new hybodontiform shark (Strophodus Agassiz 1838) from the Lower Cretaceous (Valanginian-Hauterivian) of Colombia.	The vertebrate marine faunas that inhabited northern South America during the Cretaceous are still poorly known. This study is a contribution to a growing wave of new studies on Lower Cretaceous vertebrates from Colombia. Here we report and describe a new species of a hybodontiform shark of the genus 
151	35665538	Status of Southeast Asia's marine sharks and rays.	In Southeast Asia, elasmobranchs are particularly threatened. We synthesized knowledge from the peer-reviewed and gray literature on elasmobranchs in the region, including their fisheries, status, trade, biology, and management. We found that 59% of assessed species are threatened with extinction and 72.5% are in decline; rays were more threatened than sharks. Research and conservation is complicated by the socioeconomic contexts of the countries, geopolitical issues in the South China Sea, and the overcapacity and multispecies nature of fisheries that incidentally capture elasmobranchs. The general paucity of data, funds, personnel, and enforcement hinders management. Reduced capacity in the general fishery sector and marine protected areas of sufficient size (for elasmobranchs and local enforcement capabilities) are among recommendations to strengthen conservation.
152	35661942	Habitat-specific fish fauna responses to different management regimes in the largest coral reef complex in the South Atlantic.	"While marine protected areas (MPAs) are increasing worldwide, it is still needed to assess the effectiveness of those already consolidated. Methods and ecological assessments to understanding integrated and habitat-specific management regimes are still scarce and insufficient for policy implications and biodiversity conservation. Through Baited Remote Underwater Video (BRUV), we used fish assemblages as proxy of ecological and managerial status in two reef habitat types along three protection levels at Abrolhos Bank - the largest and most biodiverse coral reef complex of the South Atlantic. We found completely distinct responses in the fish fauna between the top (shallow) and bottom (deep) habitats of the unique ""chapeirões"" pinnacle reef formations. In the most protected zone (no-take), higher richness and abundance of commercial fish and more diverse trophic structure was observed. Particularly, large (sharks and groupers) and small carnivores (snappers) were more abundant and distributed more homogeneously over both reef habitats in the strictly enforced no-take zone. Abundance of these top-predators decreased from the low enforcement no-take zone to the multiple use area, where they were often absent while their typical preys (primary and secondary consumers) were thriving, notably in the top habitats. These outcomes highlight the importance to focus investigations not selectively on a single habitat type or depth zone in order to properly assess MPA effectiveness. Consequently, the monitoring and protection of fish species supported by marine spatial planning may benefit from an improved understanding of ecological functioning provided by MPA performance."
